affinity,base_blue_px,base_blue_units,base_element_sharpness_multiplier,base_green_px,base_green_units,base_max_sharpness,base_orange_px,base_orange_units,base_purple_px,base_purple_units,base_raw_sharpness_multiplier,base_red_px,base_red_units,base_total_units,base_white_px,base_white_units,base_yellow_px,base_yellow_units,can_extend_by_handicraft,defense_bonus,display_attack,elderseal,element_type,element_value,exclude_reason,handicraft5_blue_px,handicraft5_blue_units,handicraft5_element_sharpness_multiplier,handicraft5_green_px,handicraft5_green_units,handicraft5_max_sharpness,handicraft5_orange_px,handicraft5_orange_units,handicraft5_purple_px,handicraft5_purple_units,handicraft5_raw_sharpness_multiplier,handicraft5_red_px,handicraft5_red_units,handicraft5_total_units,handicraft5_white_px,handicraft5_white_units,handicraft5_yellow_px,handicraft5_yellow_units,handicraft_gain_units,handicraft_value_type,include_in_model,is_hidden_element,rarity,slot_1,slot_2,slot_3,source_category,true_raw,weapon_name,weapon_type,weapon_url,source_category_detailed,model_role,efr_train_inclusion,validation_inclusion,classification_note,include_in_efr_train,include_in_validation,affinity_multiplier_no_critboost,affinity_multiplier_critboost3,base_efr_no_critboost,base_efr_critboost3,handicraft5_efr_no_critboost,handicraft5_efr_critboost3,efr_gain_from_handicraft_no_critboost,efr_gain_from_handicraft_critboost3,efr_gain_from_handicraft_percent_no_critboost,efr_gain_from_handicraft_percent_critboost3,rarity_median_base_efr_critboost3,rarity_median_handicraft5_efr_critboost3,base_efr_residual_percent,handicraft5_efr_residual_percent,base_efr_outlier_label,handicraft5_efr_outlier_label
-20,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,45,1008,,麻痹,390.0,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,True,11,1.0,,,material_or_elder,210,铠罗炎·土砂,大剑,https://mhworld.kiranico.com/zh/weapons/WJHXH9y/kai-luo-yan-tu-sha,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,0.95,0.95,239.39999999999998,239.39999999999998,239.39999999999998,239.39999999999998,0.0,0.0,0.0,0.0,343.2,361.4,-0.3024475524475525,-0.3375760929717765,far_below_curve,far_below_curve
30,15.0,60.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,22.5,90.0,400.0,7.5,30.0,15.0,60.0,False,40,768,,麻痹,450.0,,15.0,60.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,22.5,90.0,400.0,7.5,30.0,15.0,60.0,0.0,no_effect,True,False,11,,,,material_or_elder,160,铠罗炎·痹贼,大剑,https://mhworld.kiranico.com/zh/weapons/x9HPHZ7/kai-luo-yan-bi-zei,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.075,1.12,227.04000000000002,236.54400000000004,227.04000000000002,236.54400000000004,0.0,0.0,0.0,0.0,343.2,361.4,-0.3107692307692307,-0.34547869396790243,far_below_curve,far_below_curve
10,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,50,912,,睡眠,270.0,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,False,11,,,,material_or_elder,190,铠罗炎·骨锤,大剑,https://mhworld.kiranico.com/zh/weapons/BYHpHbg/kai-luo-yan-gu-chui,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.025,1.04,233.7,237.12,233.7,237.12,0.0,0.0,0.0,0.0,343.2,361.4,-0.3090909090909091,-0.3438848920863309,far_below_curve,far_below_curve
10,12.5,50.0,1.125,5.0,20.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,False,40,960,中,龙,300.0,,12.5,50.0,1.125,5.0,20.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,0.0,no_effect,True,False,11,,,,material_or_elder,200,铠罗炎·尸套,大剑,https://mhworld.kiranico.com/zh/weapons/2pHVHxr/kai-luo-yan-shi-tao,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.025,1.04,270.59999999999997,274.56,270.59999999999997,274.56,0.0,0.0,0.0,0.0,343.2,361.4,-0.19999999999999996,-0.24028776978417266,far_below_curve,far_below_curve
10,15.0,60.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,17.5,70.0,400.0,10.0,40.0,15.0,60.0,False,40,912,,火,240.0,,15.0,60.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,17.5,70.0,400.0,10.0,40.0,15.0,60.0,0.0,no_effect,True,False,11,,,,material_or_elder,190,铠罗炎·王,大剑,https://mhworld.kiranico.com/zh/weapons/M8HeHwB/kai-luo-yan-wang,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.025,1.04,257.07,260.832,257.07,260.832,0.0,0.0,0.0,0.0,343.2,361.4,-0.24,-0.27827338129496404,far_below_curve,far_below_curve
0,12.5,50.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,25.0,100.0,400.0,7.5,30.0,15.0,60.0,False,40,912,,火,330.0,,12.5,50.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,25.0,100.0,400.0,7.5,30.0,15.0,60.0,0.0,no_effect,True,False,11,,,,material_or_elder,190,铠罗炎·熔岩,大剑,https://mhworld.kiranico.com/zh/weapons/6RHpHW7/kai-luo-yan-rong-yan,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.0,1.0,250.8,250.8,250.8,250.8,0.0,0.0,0.0,0.0,343.2,361.4,-0.26923076923076916,-0.30603209739900383,far_below_curve,far_below_curve
-20,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,50,1008,,爆破,420.0,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,False,11,,,,material_or_elder,210,铠罗炎·熔山,大剑,https://mhworld.kiranico.com/zh/weapons/kaHEH4L/kai-luo-yan-rong-shan,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,0.95,0.95,239.39999999999998,239.39999999999998,239.39999999999998,239.39999999999998,0.0,0.0,0.0,0.0,343.2,361.4,-0.3024475524475525,-0.3375760929717765,far_below_curve,far_below_curve
0,12.5,50.0,1.125,7.5,30.0,white,25.0,100.0,0.0,0.0,1.32,40.0,160.0,400.0,7.5,30.0,7.5,30.0,False,40,912,,水,540.0,,12.5,50.0,1.125,7.5,30.0,white,25.0,100.0,0.0,0.0,1.32,40.0,160.0,400.0,7.5,30.0,7.5,30.0,0.0,no_effect,True,True,12,3.0,,,material_or_elder,190,铠罗炎·水,大剑,https://mhworld.kiranico.com/zh/weapons/jqH6HlN/kai-luo-yan-shui,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.0,1.0,250.8,250.8,250.8,250.8,0.0,0.0,0.0,0.0,358.05,375.29999999999995,-0.2995391705069125,-0.3317346123101518,far_below_curve,far_below_curve
0,12.5,50.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,25.0,100.0,400.0,7.5,30.0,15.0,60.0,False,40,768,,火,150.0,,12.5,50.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,25.0,100.0,400.0,7.5,30.0,15.0,60.0,0.0,no_effect,True,False,10,,,,material_or_elder,160,金色的大剑·熔岩,大剑,https://mhworld.kiranico.com/zh/weapons/3oHOHXr/jin-se-de-da-jian-rong-yan,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.0,1.0,211.20000000000002,211.20000000000002,211.20000000000002,211.20000000000002,0.0,0.0,0.0,0.0,316.8,333.59999999999997,-0.33333333333333326,-0.3669064748201438,far_below_curve,far_below_curve
0,12.5,50.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,20.0,80.0,400.0,10.0,40.0,15.0,60.0,False,50,912,,睡眠,450.0,,12.5,50.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,20.0,80.0,400.0,10.0,40.0,15.0,60.0,0.0,no_effect,True,True,12,3.0,,,material_or_elder,190,铠罗炎·睡眠,大剑,https://mhworld.kiranico.com/zh/weapons/yrHMHrY/kai-luo-yan-shui-mian,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.0,1.0,250.8,250.8,250.8,250.8,0.0,0.0,0.0,0.0,358.05,375.29999999999995,-0.2995391705069125,-0.3317346123101518,far_below_curve,far_below_curve
0,32.5,130.0,1.0625,10.0,40.0,blue,25.0,100.0,0.0,0.0,1.2,22.5,90.0,400.0,0.0,0.0,10.0,40.0,False,40,1008,,雷,600.0,,32.5,130.0,1.0625,10.0,40.0,blue,25.0,100.0,0.0,0.0,1.2,22.5,90.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,True,12,3.0,,,material_or_elder,210,铠罗炎·雷,大剑,https://mhworld.kiranico.com/zh/weapons/ZLHXHD0/kai-luo-yan-lei,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.0,1.0,252.0,252.0,252.0,252.0,0.0,0.0,0.0,0.0,358.05,375.29999999999995,-0.29618768328445755,-0.3285371702637889,far_below_curve,far_below_curve
20,17.5,70.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,20.0,80.0,400.0,7.5,30.0,15.0,60.0,False,20,840,,麻痹,480.0,,17.5,70.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,20.0,80.0,400.0,7.5,30.0,15.0,60.0,0.0,no_effect,True,False,12,1.0,,,material_or_elder,175,皇金大剑·痹贼,大剑,https://mhworld.kiranico.com/zh/weapons/06HMHR5/huang-jin-da-jian-bi-zei,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.05,1.08,242.55,249.48000000000002,242.55,249.48000000000002,0.0,0.0,0.0,0.0,358.05,375.29999999999995,-0.3032258064516129,-0.33525179856115095,far_below_curve,far_below_curve
20,12.5,50.0,1.125,5.0,20.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,False,20,984,中,龙,360.0,,12.5,50.0,1.125,5.0,20.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,0.0,no_effect,True,False,12,1.0,,,material_or_elder,205,皇金大剑·尸套,大剑,https://mhworld.kiranico.com/zh/weapons/R5HyHJo/huang-jin-da-jian-shi-tao,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.05,1.08,284.13000000000005,292.24800000000005,284.13000000000005,292.24800000000005,0.0,0.0,0.0,0.0,358.05,375.29999999999995,-0.18377880184331785,-0.2212949640287768,far_below_curve,far_below_curve
20,17.5,70.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,15.0,60.0,400.0,10.0,40.0,15.0,60.0,False,20,936,,火,300.0,,17.5,70.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,15.0,60.0,400.0,10.0,40.0,15.0,60.0,0.0,no_effect,True,False,12,1.0,,,material_or_elder,195,皇金大剑·王,大剑,https://mhworld.kiranico.com/zh/weapons/zkH6HEl/huang-jin-da-jian-wang,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.05,1.08,270.27000000000004,277.9920000000001,270.27000000000004,277.9920000000001,0.0,0.0,0.0,0.0,358.05,375.29999999999995,-0.2235944700460828,-0.25928057553956807,far_below_curve,far_below_curve
10,27.5,110.0,1.0625,20.0,80.0,blue,12.5,50.0,0.0,0.0,1.2,27.5,110.0,400.0,0.0,0.0,12.5,50.0,False,35,984,,爆破,480.0,,27.5,110.0,1.0625,20.0,80.0,blue,12.5,50.0,0.0,0.0,1.2,27.5,110.0,400.0,0.0,0.0,12.5,50.0,0.0,no_effect,True,False,12,1.0,,,material_or_elder,205,皇金大剑·熔山,大剑,https://mhworld.kiranico.com/zh/weapons/50HPHjN/huang-jin-da-jian-rong-shan,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.025,1.04,252.14999999999998,255.84,252.14999999999998,255.84,0.0,0.0,0.0,0.0,358.05,375.29999999999995,-0.28546292417260155,-0.3183053557154276,far_below_curve,far_below_curve
20,15.0,60.0,1.125,7.5,30.0,white,25.0,100.0,0.0,0.0,1.32,37.5,150.0,400.0,7.5,30.0,7.5,30.0,False,20,912,,水,480.0,,15.0,60.0,1.125,7.5,30.0,white,25.0,100.0,0.0,0.0,1.32,37.5,150.0,400.0,7.5,30.0,7.5,30.0,0.0,no_effect,True,False,12,,,,material_or_elder,190,皇金大剑·水,大剑,https://mhworld.kiranico.com/zh/weapons/V5HVHpj/huang-jin-da-jian-shui,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.05,1.08,263.34000000000003,270.86400000000003,263.34000000000003,270.86400000000003,0.0,0.0,0.0,0.0,358.05,375.29999999999995,-0.24350230414746532,-0.2782733812949638,far_below_curve,far_below_curve
20,17.5,70.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,15.0,60.0,400.0,10.0,40.0,15.0,60.0,False,20,912,,冰,450.0,,17.5,70.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,15.0,60.0,400.0,10.0,40.0,15.0,60.0,0.0,no_effect,True,False,12,,,,material_or_elder,190,皇金大剑·冰,大剑,https://mhworld.kiranico.com/zh/weapons/EAHGHWB/huang-jin-da-jian-bing,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.05,1.08,263.34000000000003,270.86400000000003,263.34000000000003,270.86400000000003,0.0,0.0,0.0,0.0,358.05,375.29999999999995,-0.24350230414746532,-0.2782733812949638,far_below_curve,far_below_curve
10,35.0,140.0,1.0625,10.0,40.0,blue,25.0,100.0,0.0,0.0,1.2,20.0,80.0,400.0,0.0,0.0,10.0,40.0,False,20,1008,,雷,480.0,,35.0,140.0,1.0625,10.0,40.0,blue,25.0,100.0,0.0,0.0,1.2,20.0,80.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,False,12,,,,material_or_elder,210,皇金大剑·雷,大剑,https://mhworld.kiranico.com/zh/weapons/voHKH5P/huang-jin-da-jian-lei,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.025,1.04,258.29999999999995,262.08,258.29999999999995,262.08,0.0,0.0,0.0,0.0,358.05,375.29999999999995,-0.2680351906158358,-0.3016786570743405,far_below_curve,far_below_curve
0,12.5,50.0,1.125,15.0,60.0,white,7.5,30.0,0.0,0.0,1.32,30.0,120.0,350.0,15.0,60.0,7.5,30.0,True,0,1248,,,,,12.5,50.0,1.25,15.0,60.0,purple,7.5,30.0,7.5,30.0,1.39,30.0,120.0,400.0,20.0,80.0,7.5,30.0,50.0,unlocks_purple,True,False,11,,,,material_or_elder,260,大龙颚,大剑,https://mhworld.kiranico.com/zh/weapons/obH3H8O/da-long-e,material_standard,train_core,True,False,普通素材树 Final Upgrade；纳入常规预算训练集。,True,False,1.0,1.0,343.2,343.2,361.4,361.4,18.19999999999999,18.19999999999999,0.05303030303030298,0.05303030303030298,343.2,361.4,0.0,0.0,on_curve,on_curve
10,15.0,60.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,17.5,70.0,400.0,10.0,40.0,15.0,60.0,False,40,816,,火,120.0,,15.0,60.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,17.5,70.0,400.0,10.0,40.0,15.0,60.0,0.0,no_effect,True,False,10,,,,material_or_elder,170,金色的大剑·王,大剑,https://mhworld.kiranico.com/zh/weapons/Q5HjHG4/jin-se-de-da-jian-wang,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.025,1.04,230.01,233.376,230.01,233.376,0.0,0.0,0.0,0.0,316.8,333.59999999999997,-0.2633333333333333,-0.3004316546762589,far_below_curve,far_below_curve
10,12.5,50.0,1.125,5.0,20.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,False,40,816,中,龙,150.0,,12.5,50.0,1.125,5.0,20.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,0.0,no_effect,True,False,10,,,,material_or_elder,170,金色的大剑·尸套,大剑,https://mhworld.kiranico.com/zh/weapons/9YHbH77/jin-se-de-da-jian-shi-tao,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.025,1.04,230.01,233.376,230.01,233.376,0.0,0.0,0.0,0.0,316.8,333.59999999999997,-0.2633333333333333,-0.3004316546762589,far_below_curve,far_below_curve
10,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,50,816,,睡眠,120.0,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,False,10,,,,material_or_elder,170,金色的大剑·骨锤,大剑,https://mhworld.kiranico.com/zh/weapons/q8HaHak/jin-se-de-da-jian-gu-chui,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.025,1.04,209.1,212.16,209.1,212.16,0.0,0.0,0.0,0.0,316.8,333.59999999999997,-0.3303030303030303,-0.3640287769784172,far_below_curve,far_below_curve
0,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,40,768,,毒,270.0,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,False,10,1.0,,,material_or_elder,160,金色的大剑·毒妖,大剑,https://mhworld.kiranico.com/zh/weapons/KbH6H3R/jin-se-de-da-jian-du-yao,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.0,1.0,192.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,316.8,333.59999999999997,-0.3939393939393939,-0.4244604316546762,far_below_curve,far_below_curve
0,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,40,768,,水,150.0,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,True,10,3.0,,,material_or_elder,160,金色的大剑·贼,大剑,https://mhworld.kiranico.com/zh/weapons/70HvHqA/jin-se-de-da-jian-zei,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.0,1.0,192.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,316.8,333.59999999999997,-0.3939393939393939,-0.4244604316546762,far_below_curve,far_below_curve
0,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,50,768,,睡眠,210.0,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,True,10,,,,material_or_elder,160,金色的大剑·睡眠,大剑,https://mhworld.kiranico.com/zh/weapons/L7HDHvj/jin-se-de-da-jian-shui-mian,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.0,1.0,192.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,316.8,333.59999999999997,-0.3939393939393939,-0.4244604316546762,far_below_curve,far_below_curve
10,15.0,60.0,1.125,20.0,80.0,white,15.0,60.0,0.0,0.0,1.32,25.0,100.0,400.0,5.0,20.0,20.0,80.0,False,40,768,,冰,240.0,,15.0,60.0,1.125,20.0,80.0,white,15.0,60.0,0.0,0.0,1.32,25.0,100.0,400.0,5.0,20.0,20.0,80.0,0.0,no_effect,True,True,10,,,,material_or_elder,160,金色的大剑·冰,大剑,https://mhworld.kiranico.com/zh/weapons/YLHVHqv/jin-se-de-da-jian-bing,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.025,1.04,216.48,219.64800000000002,216.48,219.64800000000002,0.0,0.0,0.0,0.0,316.8,333.59999999999997,-0.30666666666666664,-0.34158273381294946,far_below_curve,far_below_curve
0,5.0,20.0,1.125,12.5,50.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,False,40,768,,水,270.0,,5.0,20.0,1.125,12.5,50.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,0.0,no_effect,True,True,10,,,,material_or_elder,160,金色的大剑·水,大剑,https://mhworld.kiranico.com/zh/weapons/JvHZH3K/jin-se-de-da-jian-shui,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.0,1.0,211.20000000000002,211.20000000000002,211.20000000000002,211.20000000000002,0.0,0.0,0.0,0.0,316.8,333.59999999999997,-0.33333333333333326,-0.3669064748201438,far_below_curve,far_below_curve
-20,7.5,30.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,350.0,0.0,0.0,10.0,40.0,True,25,1008,,麻痹,390.0,,20.0,80.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,400.0,0.0,0.0,10.0,40.0,50.0,extends_same_tier,True,True,7,1.0,,,material_or_elder,210,铠罗炎·土砂,大剑,https://mhworld.kiranico.com/zh/weapons/NOHQH2b/kai-luo-yan-tu-sha,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,0.95,0.95,239.39999999999998,239.39999999999998,239.39999999999998,239.39999999999998,0.0,0.0,0.0,0.0,,,,,no_baseline,no_baseline
-20,7.5,30.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,350.0,0.0,0.0,10.0,40.0,True,25,864,,麻痹,180.0,,20.0,80.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,400.0,0.0,0.0,10.0,40.0,50.0,extends_same_tier,True,True,6,1.0,,,material_or_elder,180,金色的大剑·土砂,大剑,https://mhworld.kiranico.com/zh/weapons/GNHaHjy/jin-se-de-da-jian-tu-sha,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,0.95,0.95,205.2,205.2,205.2,205.2,0.0,0.0,0.0,0.0,,,,,no_baseline,no_baseline
10,7.5,30.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,350.0,0.0,0.0,10.0,40.0,True,30,816,,睡眠,120.0,,20.0,80.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,400.0,0.0,0.0,10.0,40.0,50.0,extends_same_tier,True,False,6,,,,material_or_elder,170,金色的大剑·骨锤,大剑,https://mhworld.kiranico.com/zh/weapons/e8H5Hew/jin-se-de-da-jian-gu-chui,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.025,1.04,209.1,212.16,209.1,212.16,0.0,0.0,0.0,0.0,,,,,no_baseline,no_baseline
0,10.0,40.0,1.0625,25.0,100.0,blue,15.0,60.0,0.0,0.0,1.2,22.5,90.0,350.0,0.0,0.0,15.0,60.0,True,20,768,,火,150.0,,15.0,60.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,22.5,90.0,400.0,7.5,30.0,15.0,60.0,50.0,unlocks_white,True,False,6,,,,material_or_elder,160,金色的大剑·熔岩,大剑,https://mhworld.kiranico.com/zh/weapons/O6HvHDp/jin-se-de-da-jian-rong-yan,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.0,1.0,192.0,192.0,211.20000000000002,211.20000000000002,19.200000000000017,19.200000000000017,0.10000000000000009,0.10000000000000009,,,,,no_baseline,no_baseline
0,7.5,30.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,350.0,0.0,0.0,10.0,40.0,True,20,864,,毒,540.0,,20.0,80.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,400.0,0.0,0.0,10.0,40.0,50.0,extends_same_tier,True,False,7,1.0,,,material_or_elder,180,铠罗炎·毒妖,大剑,https://mhworld.kiranico.com/zh/weapons/r8HVH0R/kai-luo-yan-du-yao,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.0,1.0,216.0,216.0,216.0,216.0,0.0,0.0,0.0,0.0,,,,,no_baseline,no_baseline
